coc_number,year,total_year_round_beds_es,total_year_round_beds_th,total_year_round_beds_sh,total_year_round_beds_psh,total_year_round_beds_rrh,total_year_round_beds_oph,total_seasonal_beds_es,total_overflow_beds_es,total_chronic_homeless_beds_psh
CA-604,2019,465.0,185.0,0.0,2308.0,577.0,9.0,0.0,10.0,407.0
CA-606,2019,261.0,361.0,0.0,1318.0,360.0,484.0,150.0,0.0,214.0
CA-607,2019,126.0,51.0,0.0,422.0,17.0,0.0,150.0,16.0,68.0
CA-608,2019,770.0,53.0,0.0,1703.0,235.0,0.0,65.0,4.0,879.0
CA-609,2019,433.0,246.0,24.0,1528.0,1779.0,0.0,17.0,0.0,652.0
CA-611,2019,182.0,190.0,14.0,629.0,644.0,0.0,85.0,0.0,544.0
CA-612,2019,55.0,55.0,0.0,192.0,13.0,0.0,0.0,0.0,105.0
CA-613,2019,94.0,154.0,0.0,48.0,467.0,0.0,0.0,14.0,0.0
CA-614,2019,197.0,29.0,0.0,346.0,33.0,4.0,147.0,43.0,123.0
CO-500,2019,1001.0,729.0,0.0,1069.0,255.0,27.0,309.0,208.0,279.0
CO-503,2019,2986.0,2157.0,63.0,3167.0,785.0,604.0,417.0,139.0,2960.0
CO-504,2019,809.0,451.0,0.0,626.0,97.0,31.0,0.0,31.0,577.0
CT-503,2019,558.0,195.0,0.0,2068.0,200.0,0.0,36.0,51.0,1986.0
CT-505,2019,1589.0,350.0,5.0,5083.0,820.0,0.0,255.0,68.0,3324.0
DC-500,2019,4651.0,1505.0,0.0,7546.0,5904.0,2307.0,739.0,100.0,7546.0
DE-500,2019,577.0,437.0,0.0,904.0,131.0,100.0,0.0,247.0,724.0
FL-500,2019,561.0,342.0,0.0,414.0,146.0,0.0,0.0,230.0,341.0
FL-501,2019,779.0,313.0,15.0,1580.0,684.0,89.0,0.0,1.0,385.0
FL-502,2019,1476.0,380.0,85.0,1555.0,369.0,15.0,0.0,3.0,1109.0
FL-503,2019,279.0,319.0,0.0,278.0,93.0,0.0,0.0,33.0,171.0
FL-504,2019,239.0,250.0,20.0,438.0,123.0,126.0,0.0,0.0,93.0
FL-505,2019,84.0,0.0,0.0,209.0,90.0,0.0,88.0,0.0,209.0
FL-506,2019,455.0,352.0,0.0,398.0,10.0,261.0,0.0,133.0,398.0
FL-507,2019,1369.0,662.0,0.0,1530.0,836.0,402.0,0.0,0.0,1413.0
FL-508,2019,298.0,49.0,0.0,796.0,279.0,0.0,310.0,33.0,62.0
FL-509,2019,126.0,85.0,0.0,374.0,161.0,86.0,0.0,0.0,374.0
FL-510,2019,848.0,540.0,0.0,1398.0,439.0,459.0,0.0,12.0,1284.0
FL-511,2019,268.0,439.0,0.0,345.0,15.0,14.0,0.0,0.0,12.0
FL-512,2019,98.0,88.0,0.0,0.0,13.0,53.0,0.0,8.0,0.0
FL-513,2019,89.0,475.0,20.0,185.0,326.0,96.0,0.0,24.0,56.0
FL-514,2019,181.0,124.0,0.0,133.0,64.0,0.0,30.0,22.0,0.0
FL-515,2019,64.0,75.0,0.0,60.0,18.0,0.0,0.0,72.0,60.0
FL-517,2019,41.0,20.0,0.0,73.0,157.0,0.0,0.0,0.0,68.0
FL-518,2019,82.0,37.0,0.0,105.0,124.0,0.0,0.0,5.0,91.0
FL-519,2019,142.0,128.0,0.0,275.0,104.0,0.0,0.0,0.0,0.0
FL-520,2019,126.0,240.0,0.0,82.0,129.0,23.0,0.0,8.0,38.0
FL-600,2019,1863.0,754.0,42.0,4728.0,978.0,146.0,0.0,101.0,3353.0
FL-601,2019,930.0,642.0,35.0,1834.0,227.0,64.0,0.0,58.0,353.0
FL-602,2019,66.0,24.0,0.0,107.0,64.0,0.0,0.0,12.0,8.0
FL-603,2019,231.0,16.0,0.0,436.0,146.0,21.0,0.0,0.0,0.0
FL-604,2019,253.0,130.0,0.0,175.0,0.0,27.0,0.0,0.0,54.0
FL-605,2019,415.0,127.0,0.0,1009.0,519.0,111.0,0.0,4.0,546.0
FL-606,2019,232.0,194.0,0.0,30.0,47.0,0.0,0.0,10.0,20.0
GA-500,2019,1407.0,1322.0,0.0,1833.0,681.0,226.0,128.0,137.0,1760.0
GA-501,2019,1610.0,832.0,0.0,2513.0,1417.0,0.0,0.0,65.0,506.0
GA-502,2019,471.0,93.0,0.0,215.0,282.0,0.0,0.0,0.0,211.0
GA-503,2019,157.0,0.0,0.0,206.0,47.0,0.0,34.0,0.0,30.0
GA-504,2019,216.0,28.0,0.0,163.0,31.0,0.0,0.0,25.0,135.0
GA-505,2019,266.0,34.0,0.0,206.0,15.0,28.0,0.0,0.0,206.0
GA-506,2019,151.0,156.0,0.0,450.0,89.0,0.0,0.0,45.0,41.0
GA-507,2019,337.0,337.0,0.0,717.0,0.0,0.0,50.0,0.0,99.0
GA-508,2019,87.0,96.0,0.0,1796.0,247.0,0.0,28.0,0.0,307.0
GU-500,2019,155.0,6.0,0.0,166.0,90.0,3.0,0.0,7.0,73.0
HI-500,2019,525.0,303.0,0.0,749.0,512.0,0.0,0.0,0.0,463.0
HI-501,2019,1232.0,1017.0,44.0,2460.0,832.0,60.0,0.0,14.0,97.0
IA-500,2019,152.0,119.0,0.0,37.0,50.0,0.0,116.0,7.0,37.0
IA-501,2019,981.0,610.0,10.0,493.0,604.0,48.0,216.0,58.0,414.0
IA-502,2019,416.0,216.0,14.0,506.0,150.0,191.0,10.0,48.0,385.0
ID-500,2019,529.0,153.0,0.0,389.0,66.0,0.0,0.0,115.0,311.0
ID-501,2019,547.0,237.0,0.0,520.0,312.0,0.0,56.0,74.0,145.0
IL-500,2019,86.0,92.0,0.0,31.0,45.0,73.0,0.0,7.0,23.0
IL-501,2019,307.0,136.0,0.0,468.0,96.0,0.0,0.0,37.0,99.0
IL-502,2019,67.0,96.0,0.0,424.0,127.0,99.0,60.0,42.0,165.0
IL-503,2019,55.0,65.0,0.0,88.0,27.0,4.0,60.0,0.0,0.0
IL-504,2019,80.0,0.0,0.0,154.0,74.0,0.0,0.0,0.0,62.0
IL-506,2019,183.0,148.0,6.0,331.0,99.0,8.0,19.0,4.0,142.0
IL-507,2019,476.0,27.0,4.0,352.0,74.0,0.0,0.0,0.0,85.0
IL-508,2019,44.0,138.0,0.0,274.0,72.0,0.0,0.0,0.0,76.0
IL-510,2019,3748.0,1366.0,41.0,9970.0,1172.0,233.0,0.0,13.0,2945.0
IL-511,2019,185.0,253.0,29.0,1494.0,318.0,10.0,423.0,8.0,286.0
IL-512,2019,324.0,51.0,0.0,138.0,6.0,0.0,23.0,0.0,2.0
IL-513,2019,127.0,167.0,0.0,140.0,18.0,15.0,64.0,0.0,40.0
IL-514,2019,212.0,115.0,2.0,347.0,107.0,0.0,12.0,0.0,208.0
IL-515,2019,55.0,19.0,0.0,40.0,184.0,0.0,0.0,5.0,0.0
IL-516,2019,104.0,48.0,0.0,79.0,27.0,65.0,21.0,0.0,38.0
IL-517,2019,338.0,18.0,0.0,155.0,20.0,0.0,0.0,29.0,38.0
IL-518,2019,179.0,85.0,0.0,44.0,13.0,12.0,28.0,6.0,4.0
IL-519,2019,76.0,22.0,0.0,101.0,0.0,0.0,0.0,8.0,43.0
IL-520,2019,267.0,98.0,0.0,122.0,7.0,0.0,0.0,3.0,5.0
IN-502,2019,3310.0,1141.0,25.0,2598.0,690.0,41.0,123.0,139.0,518.0
IN-503,2019,945.0,468.0,27.0,1159.0,430.0,133.0,302.0,138.0,672.0
KS-502,2019,320.0,300.0,0.0,583.0,176.0,0.0,122.0,0.0,174.0
KS-503,2019,305.0,68.0,0.0,425.0,0.0,0.0,0.0,50.0,80.0
KS-505,2019,110.0,25.0,0.0,25.0,85.0,0.0,48.0,0.0,0.0
KS-507,2019,950.0,483.0,0.0,340.0,354.0,0.0,51.0,18.0,45.0
KY-500,2019,1472.0,305.0,0.0,1158.0,716.0,10.0,174.0,126.0,841.0
KY-501,2019,494.0,279.0,0.0,1708.0,310.0,226.0,155.0,100.0,260.0
KY-502,2019,431.0,68.0,0.0,362.0,113.0,0.0,24.0,258.0,362.0
LA-500,2019,185.0,62.0,10.0,322.0,165.0,0.0,0.0,0.0,80.0
LA-502,2019,277.0,52.0,0.0,580.0,164.0,0.0,0.0,4.0,246.0
LA-503,2019,756.0,252.0,45.0,3405.0,634.0,0.0,0.0,0.0,2190.0
LA-505,2019,95.0,116.0,0.0,79.0,121.0,0.0,0.0,0.0,59.0
LA-506,2019,34.0,139.0,0.0,374.0,169.0,0.0,0.0,0.0,66.0
LA-507,2019,48.0,48.0,0.0,189.0,32.0,0.0,0.0,34.0,0.0
LA-509,2019,396.0,193.0,0.0,719.0,457.0,0.0,0.0,15.0,70.0
MA-500,2019,5578.0,515.0,41.0,5487.0,872.0,3994.0,61.0,182.0,3890.0
MA-502,2019,957.0,24.0,0.0,270.0,0.0,0.0,14.0,0.0,232.0
MA-503,2019,258.0,49.0,0.0,255.0,54.0,33.0,35.0,6.0,122.0
MA-504,2019,2362.0,130.0,7.0,946.0,1024.0,156.0,0.0,5.0,643.0
MA-505,2019,296.0,113.0,0.0,313.0,285.0,0.0,30.0,0.0,260.0
MA-506,2019,949.0,497.0,13.0,852.0,831.0,5.0,0.0,82.0,163.0
MA-507,2019,255.0,261.0,0.0,620.0,152.0,47.0,74.0,9.0,117.0
MA-508,2019,700.0,74.0,0.0,176.0,130.0,12.0,77.0,0.0,20.0
MA-509,2019,237.0,136.0,0.0,488.0,49.0,140.0,95.0,26.0,165.0
MA-510,2019,602.0,84.0,10.0,455.0,213.0,179.0,0.0,23.0,451.0
MA-511,2019,965.0,0.0,15.0,978.0,823.0,0.0,23.0,72.0,472.0
MA-515,2019,257.0,24.0,0.0,385.0,11.0,0.0,25.0,30.0,168.0
MA-516,2019,1359.0,284.0,0.0,1146.0,412.0,266.0,38.0,120.0,560.0
MA-517,2019,78.0,41.0,0.0,138.0,11.0,29.0,0.0,0.0,88.0
MA-519,2019,251.0,50.0,0.0,73.0,0.0,14.0,0.0,0.0,73.0
MD-500,2019,88.0,36.0,0.0,83.0,19.0,0.0,22.0,7.0,0.0
MD-501,2019,1174.0,950.0,30.0,2911.0,456.0,1409.0,50.0,186.0,2012.0
MD-502,2019,69.0,100.0,0.0,153.0,35.0,0.0,40.0,27.0,97.0
MD-503,2019,138.0,15.0,0.0,227.0,105.0,70.0,107.0,10.0,215.0
MD-504,2019,113.0,0.0,0.0,95.0,0.0,28.0,22.0,0.0,62.0
MD-505,2019,506.0,76.0,0.0,577.0,169.0,0.0,61.0,0.0,474.0
MD-506,2019,73.0,0.0,25.0,43.0,17.0,85.0,25.0,10.0,18.0
MD-507,2019,22.0,99.0,0.0,121.0,39.0,0.0,25.0,0.0,100.0
MD-508,2019,135.0,24.0,0.0,283.0,38.0,0.0,95.0,8.0,283.0
MD-509,2019,151.0,101.0,0.0,52.0,68.0,0.0,0.0,11.0,46.0
MD-510,2019,21.0,9.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0
MD-511,2019,65.0,25.0,0.0,102.0,66.0,0.0,73.0,0.0,2.0
MD-512,2019,186.0,35.0,0.0,99.0,12.0,0.0,42.0,0.0,52.0
MD-513,2019,207.0,38.0,0.0,275.0,56.0,0.0,35.0,0.0,79.0
MD-600,2019,221.0,153.0,0.0,286.0,179.0,197.0,28.0,10.0,187.0
MD-601,2019,275.0,109.0,34.0,2030.0,283.0,197.0,98.0,222.0,439.0
ME-500,2019,1222.0,1017.0,15.0,2532.0,331.0,115.0,0.0,190.0,272.0
MI-500,2019,1326.0,359.0,0.0,366.0,789.0,62.0,58.0,24.0,18.0
MI-501,2019,967.0,589.0,34.0,2941.0,740.0,0.0,459.0,93.0,2299.0
MI-502,2019,103.0,78.0,10.0,637.0,214.0,0.0,28.0,0.0,434.0
MI-503,2019,169.0,36.0,0.0,247.0,87.0,0.0,78.0,0.0,66.0
MI-504,2019,172.0,120.0,0.0,662.0,102.0,44.0,94.0,3.0,303.0
MI-505,2019,323.0,44.0,0.0,2052.0,88.0,8.0,89.0,39.0,0.0
MI-506,2019,657.0,222.0,0.0,826.0,276.0,111.0,49.0,5.0,385.0
MI-507,2019,618.0,60.0,0.0,439.0,60.0,68.0,0.0,0.0,170.0
MI-508,2019,473.0,62.0,9.0,481.0,161.0,70.0,0.0,40.0,133.0
MI-509,2019,178.0,50.0,0.0,1021.0,266.0,0.0,105.0,0.0,980.0
MI-510,2019,222.0,203.0,6.0,414.0,48.0,0.0,0.0,5.0,160.0
MI-511,2019,128.0,47.0,0.0,7.0,37.0,0.0,0.0,0.0,7.0
MI-512,2019,129.0,15.0,0.0,332.0,40.0,0.0,70.0,0.0,0.0
MI-513,2019,24.0,19.0,0.0,37.0,17.0,0.0,21.0,0.0,0.0
MI-514,2019,156.0,40.0,0.0,90.0,55.0,0.0,0.0,15.0,0.0
MI-515,2019,151.0,89.0,0.0,18.0,15.0,0.0,0.0,0.0,18.0
MI-516,2019,149.0,0.0,0.0,155.0,79.0,576.0,30.0,0.0,74.0
MI-517,2019,115.0,0.0,0.0,103.0,76.0,0.0,0.0,10.0,103.0
MI-518,2019,22.0,48.0,0.0,23.0,14.0,0.0,19.0,0.0,4.0
MI-519,2019,140.0,140.0,0.0,128.0,71.0,0.0,0.0,27.0,46.0
MI-523,2019,42.0,86.0,0.0,53.0,19.0,0.0,0.0,0.0,53.0
MN-500,2019,1932.0,746.0,18.0,5181.0,775.0,2172.0,152.0,89.0,640.0
MN-501,2019,828.0,577.0,0.0,2676.0,304.0,551.0,128.0,2.0,627.0
MN-502,2019,201.0,256.0,0.0,306.0,143.0,423.0,56.0,14.0,227.0
MN-503,2019,293.0,104.0,0.0,1074.0,298.0,162.0,50.0,28.0,266.0
MN-504,2019,23.0,33.0,0.0,93.0,37.0,46.0,0.0,9.0,10.0
MN-505,2019,246.0,188.0,0.0,252.0,155.0,271.0,34.0,3.0,73.0
MN-506,2019,95.0,153.0,0.0,116.0,34.0,347.0,16.0,32.0,3.0
MN-508,2019,85.0,112.0,0.0,602.0,109.0,38.0,0.0,21.0,171.0
MN-509,2019,199.0,176.0,0.0,516.0,114.0,480.0,15.0,2.0,140.0
MN-511,2019,46.0,45.0,0.0,157.0,116.0,31.0,0.0,0.0,48.0
MO-500,2019,161.0,212.0,0.0,406.0,127.0,45.0,48.0,56.0,350.0
MO-501,2019,532.0,371.0,0.0,1940.0,319.0,21.0,16.0,270.0,1936.0
MO-503,2019,160.0,36.0,0.0,32.0,103.0,126.0,0.0,199.0,32.0
MO-600,2019,418.0,42.0,0.0,157.0,155.0,0.0,115.0,42.0,157.0
MO-602,2019,209.0,75.0,0.0,188.0,48.0,0.0,20.0,3.0,147.0
MO-603,2019,116.0,68.0,18.0,232.0,32.0,0.0,24.0,10.0,217.0
MO-604,2019,1260.0,671.0,25.0,1922.0,537.0,0.0,30.0,158.0,1685.0
MO-606,2019,1175.0,309.0,8.0,1102.0,278.0,0.0,98.0,22.0,877.0
MP-500,2019,30.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
MS-500,2019,214.0,285.0,0.0,409.0,201.0,0.0,0.0,0.0,111.0
MS-501,2019,362.0,122.0,0.0,195.0,644.0,98.0,0.0,0.0,51.0
MS-503,2019,64.0,46.0,0.0,58.0,326.0,0.0,0.0,0.0,46.0
MT-500,2019,965.0,354.0,0.0,934.0,583.0,0.0,40.0,76.0,265.0
NC-500,2019,347.0,59.0,0.0,343.0,73.0,0.0,80.0,7.0,70.0
NC-501,2019,253.0,226.0,0.0,493.0,28.0,50.0,16.0,105.0,144.0
NC-502,2019,273.0,47.0,0.0,332.0,188.0,0.0,0.0,9.0,160.0
NC-503,2019,2508.0,635.0,0.0,1720.0,336.0,0.0,93.0,52.0,1332.0
NC-504,2019,400.0,83.0,0.0,486.0,34.0,0.0,139.0,13.0,162.0
NC-505,2019,1073.0,352.0,0.0,1256.0,550.0,337.0,185.0,23.0,733.0
NC-506,2019,224.0,126.0,0.0,202.0,30.0,0.0,15.0,6.0,103.0
NC-507,2019,500.0,243.0,0.0,517.0,333.0,0.0,0.0,105.0,109.0
NC-509,2019,225.0,53.0,0.0,144.0,99.0,0.0,10.0,29.0,0.0
NC-511,2019,30.0,75.0,0.0,155.0,0.0,0.0,0.0,0.0,22.0
NC-513,2019,40.0,52.0,0.0,88.0,0.0,0.0,0.0,20.0,83.0
NC-516,2019,121.0,38.0,0.0,62.0,2.0,0.0,30.0,15.0,4.0
ND-500,2019,580.0,141.0,33.0,516.0,123.0,103.0,31.0,64.0,372.0
NE-500,2019,419.0,347.0,0.0,136.0,263.0,0.0,0.0,0.0,60.0
NE-501,2019,809.0,516.0,34.0,827.0,359.0,173.0,0.0,247.0,748.0
NE-502,2019,334.0,99.0,0.0,322.0,234.0,83.0,0.0,50.0,141.0
NH-500,2019,541.0,91.0,0.0,518.0,108.0,0.0,92.0,32.0,187.0
NH-501,2019,202.0,200.0,4.0,310.0,94.0,82.0,0.0,50.0,46.0
NH-502,2019,94.0,188.0,5.0,303.0,11.0,0.0,0.0,0.0,41.0
NJ-500,2019,273.0,93.0,0.0,176.0,1309.0,0.0,0.0,59.0,176.0
NJ-501,2019,156.0,218.0,0.0,425.0,61.0,0.0,28.0,4.0,154.0
NJ-502,2019,265.0,119.0,27.0,137.0,123.0,0.0,63.0,199.0,32.0
NJ-503,2019,468.0,232.0,0.0,703.0,224.0,101.0,0.0,253.0,303.0
NJ-504,2019,1723.0,665.0,0.0,1235.0,99.0,0.0,60.0,4.0,974.0
NJ-506,2019,339.0,45.0,0.0,517.0,295.0,14.0,100.0,210.0,293.0
NJ-507,2019,160.0,25.0,0.0,505.0,89.0,102.0,15.0,309.0,293.0
NJ-508,2019,109.0,172.0,0.0,572.0,31.0,0.0,28.0,86.0,367.0
NJ-509,2019,133.0,133.0,20.0,197.0,20.0,61.0,0.0,114.0,116.0
NJ-510,2019,67.0,60.0,0.0,310.0,16.0,0.0,0.0,211.0,83.0
NJ-511,2019,345.0,34.0,0.0,571.0,301.0,103.0,0.0,12.0,303.0
NJ-512,2019,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ-513,2019,105.0,192.0,0.0,283.0,2.0,0.0,0.0,35.0,200.0
NJ-514,2019,232.0,119.0,0.0,687.0,292.0,100.0,0.0,62.0,288.0
NJ-515,2019,140.0,125.0,0.0,406.0,35.0,0.0,14.0,140.0,123.0
NJ-516,2019,133.0,166.0,0.0,114.0,133.0,0.0,0.0,106.0,78.0
NM-500,2019,854.0,344.0,0.0,1382.0,472.0,96.0,0.0,20.0,1002.0
NM-501,2019,1096.0,171.0,0.0,827.0,337.0,0.0,124.0,56.0,361.0
NV-500,2019,1306.0,578.0,25.0,2484.0,539.0,31.0,333.0,156.0,1217.0
NV-501,2019,484.0,511.0,0.0,558.0,40.0,0.0,60.0,217.0,403.0
NV-502,2019,148.0,11.0,0.0,190.0,43.0,0.0,0.0,24.0,20.0
NY-500,2019,585.0,139.0,12.0,1465.0,591.0,0.0,59.0,53.0,271.0
NY-501,2019,75.0,67.0,0.0,187.0,157.0,0.0,0.0,132.0,37.0
NY-503,2019,298.0,144.0,4.0,887.0,186.0,0.0,39.0,284.0,229.0
NY-504,2019,50.0,0.0,0.0,61.0,42.0,0.0,0.0,6.0,56.0
NY-505,2019,615.0,173.0,0.0,1176.0,798.0,168.0,0.0,16.0,291.0
NY-507,2019,166.0,50.0,0.0,509.0,122.0,0.0,23.0,118.0,65.0
NY-508,2019,675.0,285.0,16.0,1206.0,384.0,40.0,94.0,0.0,363.0
NY-510,2019,29.0,23.0,0.0,83.0,27.0,28.0,16.0,104.0,83.0
NY-511,2019,251.0,65.0,0.0,383.0,72.0,0.0,1.0,7.0,66.0
NY-512,2019,116.0,25.0,0.0,670.0,218.0,0.0,15.0,47.0,254.0
NY-513,2019,117.0,93.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
NY-514,2019,58.0,81.0,0.0,37.0,24.0,0.0,0.0,0.0,0.0
NY-516,2019,156.0,8.0,0.0,63.0,4.0,0.0,0.0,0.0,4.0
NY-518,2019,160.0,52.0,0.0,480.0,103.0,11.0,0.0,0.0,29.0
NY-519,2019,22.0,12.0,0.0,51.0,37.0,0.0,0.0,169.0,26.0
NY-520,2019,2.0,4.0,0.0,24.0,0.0,0.0,0.0,15.0,2.0
NY-522,2019,17.0,14.0,0.0,525.0,171.0,0.0,0.0,27.0,28.0
NY-523,2019,91.0,32.0,0.0,225.0,55.0,0.0,70.0,95.0,58.0
NY-525,2019,69.0,4.0,0.0,108.0,16.0,0.0,11.0,95.0,0.0
NY-600,2019,75245.0,3117.0,40.0,32150.0,1053.0,0.0,331.0,17.0,21780.0
NY-601,2019,341.0,188.0,0.0,237.0,39.0,0.0,0.0,12.0,40.0
NY-602,2019,232.0,54.0,0.0,316.0,7.0,0.0,49.0,211.0,297.0
NY-603,2019,2892.0,193.0,33.0,2230.0,409.0,0.0,0.0,949.0,1169.0
NY-604,2019,1016.0,677.0,0.0,1514.0,440.0,2942.0,46.0,129.0,0.0
NY-606,2019,42.0,50.0,0.0,77.0,37.0,0.0,57.0,4.0,26.0
NY-607,2019,162.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
NY-608,2019,89.0,12.0,0.0,135.0,20.0,20.0,25.0,295.0,26.0
OH-500,2019,694.0,205.0,20.0,2236.0,1187.0,0.0,246.0,70.0,1890.0
OH-501,2019,601.0,120.0,12.0,1075.0,467.0,162.0,45.0,92.0,308.0
OH-502,2019,1408.0,88.0,40.0,5270.0,860.0,0.0,0.0,134.0,1450.0
OH-503,2019,1186.0,121.0,0.0,2686.0,497.0,0.0,59.0,274.0,2246.0
OH-504,2019,176.0,11.0,0.0,482.0,111.0,0.0,0.0,0.0,148.0
OH-505,2019,410.0,136.0,0.0,1432.0,350.0,0.0,60.0,0.0,528.0
OH-506,2019,285.0,213.0,22.0,604.0,275.0,0.0,0.0,18.0,291.0
OH-507,2019,2414.0,789.0,10.0,3644.0,1063.0,20.0,116.0,63.0,2718.0
OH-508,2019,257.0,13.0,0.0,549.0,147.0,14.0,0.0,10.0,391.0
OK-500,2019,131.0,27.0,0.0,18.0,46.0,0.0,54.0,2.0,9.0
OK-501,2019,482.0,240.0,8.0,584.0,424.0,0.0,0.0,72.0,301.0
OK-502,2019,1022.0,199.0,0.0,936.0,135.0,0.0,0.0,110.0,354.0
OK-503,2019,136.0,12.0,0.0,59.0,0.0,0.0,0.0,6.0,59.0
OK-504,2019,59.0,62.0,0.0,91.0,0.0,0.0,60.0,4.0,0.0
OK-505,2019,170.0,33.0,0.0,86.0,49.0,0.0,0.0,0.0,6.0
OK-506,2019,214.0,38.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0
OK-507,2019,386.0,2.0,0.0,135.0,101.0,0.0,0.0,23.0,6.0
OR-500,2019,493.0,128.0,0.0,723.0,235.0,0.0,0.0,0.0,254.0
OR-501,2019,1606.0,617.0,0.0,4942.0,2275.0,0.0,75.0,21.0,2032.0
OR-502,2019,104.0,214.0,0.0,437.0,39.0,0.0,84.0,0.0,68.0
OR-503,2019,303.0,82.0,0.0,157.0,65.0,6.0,107.0,3.0,120.0
OR-505,2019,1714.0,1538.0,0.0,570.0,1153.0,346.0,199.0,0.0,101.0
OR-506,2019,111.0,119.0,10.0,495.0,230.0,0.0,129.0,4.0,156.0
OR-507,2019,75.0,33.0,0.0,390.0,208.0,0.0,0.0,146.0,177.0
PA-500,2019,3649.0,1129.0,254.0,4991.0,1111.0,0.0,316.0,71.0,1507.0
PA-501,2019,205.0,120.0,25.0,218.0,106.0,34.0,77.0,3.0,37.0
PA-502,2019,327.0,79.0,0.0,428.0,233.0,2.0,0.0,0.0,95.0
PA-503,2019,112.0,118.0,0.0,323.0,137.0,0.0,0.0,45.0,34.0
PA-504,2019,186.0,59.0,0.0,222.0,347.0,0.0,36.0,1.0,117.0
PA-505,2019,210.0,318.0,0.0,242.0,120.0,60.0,29.0,0.0,16.0
PA-506,2019,230.0,276.0,0.0,349.0,60.0,0.0,30.0,60.0,0.0
PA-508,2019,70.0,70.0,11.0,214.0,197.0,0.0,13.0,32.0,210.0
PA-509,2019,1312.0,577.0,0.0,1099.0,1021.0,89.0,253.0,55.0,838.0
PA-510,2019,213.0,182.0,0.0,137.0,433.0,0.0,80.0,0.0,24.0
PA-511,2019,94.0,197.0,0.0,122.0,89.0,0.0,87.0,0.0,39.0
PA-512,2019,220.0,159.0,0.0,215.0,168.0,4.0,0.0,68.0,165.0
PA-600,2019,487.0,169.0,7.0,2376.0,691.0,0.0,148.0,7.0,1020.0
PA-601,2019,762.0,294.0,0.0,1217.0,525.0,29.0,20.0,33.0,950.0
PA-603,2019,113.0,39.0,0.0,150.0,7.0,0.0,0.0,0.0,102.0
PA-605,2019,267.0,137.0,10.0,397.0,178.0,90.0,145.0,0.0,177.0
PR-502,2019,198.0,346.0,12.0,1256.0,174.0,255.0,0.0,0.0,783.0
PR-503,2019,232.0,57.0,10.0,643.0,115.0,0.0,0.0,4.0,411.0
RI-500,2019,662.0,290.0,0.0,1518.0,259.0,467.0,87.0,56.0,925.0
SC-500,2019,234.0,97.0,5.0,398.0,46.0,0.0,0.0,2.0,93.0
SC-501,2019,912.0,214.0,12.0,348.0,120.0,0.0,221.0,0.0,348.0
SC-502,2019,640.0,419.0,0.0,907.0,203.0,152.0,254.0,0.0,216.0
SC-503,2019,423.0,115.0,0.0,418.0,99.0,132.0,0.0,6.0,381.0
SD-500,2019,939.0,135.0,0.0,602.0,323.0,25.0,14.0,66.0,406.0
TN-500,2019,185.0,16.0,0.0,473.0,121.0,19.0,160.0,0.0,0.0
TN-501,2019,393.0,1022.0,0.0,1409.0,387.0,54.0,61.0,99.0,1328.0
TN-502,2019,414.0,258.0,0.0,408.0,211.0,0.0,0.0,0.0,102.0
TN-503,2019,221.0,114.0,0.0,146.0,5.0,0.0,24.0,7.0,51.0
TN-504,2019,1162.0,364.0,5.0,1261.0,167.0,119.0,324.0,0.0,176.0
TN-506,2019,241.0,43.0,0.0,174.0,26.0,0.0,30.0,0.0,0.0
TN-507,2019,48.0,44.0,8.0,265.0,99.0,0.0,25.0,1.0,27.0
TN-509,2019,353.0,111.0,0.0,466.0,147.0,0.0,36.0,20.0,220.0
TN-510,2019,130.0,79.0,0.0,236.0,12.0,0.0,55.0,4.0,2.0
TN-512,2019,159.0,43.0,0.0,43.0,136.0,0.0,39.0,10.0,43.0
TX-500,2019,1359.0,450.0,0.0,2113.0,582.0,1214.0,0.0,38.0,888.0
TX-503,2019,867.0,317.0,15.0,1083.0,727.0,190.0,0.0,0.0,1018.0
TX-600,2019,1871.0,1311.0,45.0,2191.0,373.0,733.0,165.0,33.0,1096.0
TX-601,2019,1513.0,215.0,20.0,1741.0,849.0,222.0,67.0,40.0,1563.0
TX-603,2019,806.0,226.0,0.0,112.0,237.0,124.0,0.0,36.0,101.0
TX-604,2019,155.0,82.0,0.0,111.0,31.0,5.0,0.0,3.0,7.0
TX-607,2019,4065.0,985.0,0.0,977.0,859.0,0.0,0.0,147.0,235.0
TX-611,2019,354.0,308.0,0.0,218.0,94.0,0.0,0.0,0.0,114.0
TX-624,2019,387.0,14.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
TX-700,2019,1846.0,868.0,32.0,5494.0,1314.0,25.0,0.0,101.0,2579.0
TX-701,2019,160.0,0.0,0.0,0.0,57.0,0.0,12.0,0.0,0.0
UT-500,2019,1451.0,307.0,0.0,2507.0,751.0,98.0,80.0,90.0,1502.0
UT-503,2019,858.0,167.0,0.0,357.0,429.0,0.0,0.0,13.0,90.0
UT-504,2019,80.0,64.0,0.0,148.0,28.0,0.0,0.0,0.0,114.0
