coc_number,coc_name,year,overall_homeless,overall_homeless_individuals,overall_homeless_people_in_families,overall_homeless_family_households,overall_chronically_homeless_individuals,sheltered_es_homeless,sheltered_es_homeless_individuals,sheltered_es_homeless_people_in_families,sheltered_es_homeless_family_households,sheltered_th_homeless,sheltered_th_homeless_individuals,sheltered_th_homeless_people_in_families,sheltered_th_homeless_family_households,sheltered_total_homeless,sheltered_total_homeless_individuals,sheltered_total_homeless_people_in_families,sheltered_total_homeless_family_households,sheltered_total_chronically_homeless_individuals,unsheltered_homeless,unsheltered_homeless_individuals,unsheltered_homeless_people_in_families,unsheltered_homeless_family_households,unsheltered_chronically_homeless_individuals
FL-603,"Ft Myers, Cape Coral/Lee County CoC",2024,941.0,769.0,172.0,54.0,253.0,197.0,133.0,64.0,25.0,0.0,0.0,0.0,0.0,197.0,133.0,64.0,25.0,22.0,744.0,636.0,108.0,29.0,231.0
FL-604,Monroe County CoC,2024,450.0,425.0,25.0,9.0,42.0,157.0,157.0,0.0,0.0,110.0,97.0,13.0,3.0,267.0,254.0,13.0,3.0,25.0,183.0,171.0,12.0,6.0,17.0
FL-605,West Palm Beach/Palm Beach County CoC,2024,2126.0,1825.0,301.0,97.0,479.0,411.0,181.0,230.0,73.0,135.0,115.0,20.0,7.0,546.0,296.0,250.0,80.0,65.0,1580.0,1529.0,51.0,17.0,414.0
FL-606,Naples/Collier County CoC,2024,660.0,465.0,195.0,70.0,5.0,131.0,128.0,3.0,1.0,123.0,47.0,76.0,33.0,254.0,175.0,79.0,34.0,0.0,406.0,290.0,116.0,36.0,5.0
GA-500,Atlanta CoC,2024,2867.0,2527.0,340.0,115.0,803.0,1223.0,988.0,235.0,80.0,604.0,521.0,83.0,29.0,1827.0,1509.0,318.0,109.0,304.0,1040.0,1018.0,22.0,6.0,499.0
GA-501,Georgia Balance of State CoC,2024,6633.0,4816.0,1817.0,568.0,485.0,1414.0,585.0,829.0,270.0,812.0,256.0,556.0,168.0,2226.0,841.0,1385.0,438.0,60.0,4407.0,3975.0,432.0,130.0,425.0
GA-502,Fulton County CoC,2024,339.0,229.0,110.0,36.0,24.0,77.0,47.0,30.0,11.0,108.0,75.0,33.0,10.0,185.0,122.0,63.0,21.0,7.0,154.0,107.0,47.0,15.0,17.0
GA-503,Athens-Clarke County CoC,2024,386.0,320.0,66.0,21.0,100.0,122.0,89.0,33.0,10.0,83.0,50.0,33.0,11.0,205.0,139.0,66.0,21.0,23.0,181.0,181.0,0.0,0.0,77.0
GA-504,Augusta-Richmond County CoC,2024,474.0,417.0,57.0,17.0,55.0,148.0,109.0,39.0,11.0,7.0,7.0,0.0,0.0,155.0,116.0,39.0,11.0,4.0,319.0,301.0,18.0,6.0,51.0
GA-505,Columbus-Muscogee CoC,2024,272.0,195.0,77.0,23.0,32.0,196.0,119.0,77.0,23.0,24.0,24.0,0.0,0.0,220.0,143.0,77.0,23.0,13.0,52.0,52.0,0.0,0.0,19.0
GA-506,Marietta/Cobb County CoC,2024,418.0,304.0,114.0,34.0,26.0,176.0,82.0,94.0,27.0,92.0,79.0,13.0,4.0,268.0,161.0,107.0,31.0,3.0,150.0,143.0,7.0,3.0,23.0
GA-507,Savannah/Chatham County CoC,2024,579.0,516.0,63.0,18.0,52.0,227.0,176.0,51.0,15.0,159.0,147.0,12.0,3.0,386.0,323.0,63.0,18.0,28.0,193.0,193.0,0.0,0.0,24.0
GA-508,DeKalb County CoC,2024,322.0,238.0,84.0,29.0,56.0,124.0,59.0,65.0,23.0,21.0,2.0,19.0,6.0,145.0,61.0,84.0,29.0,5.0,177.0,177.0,0.0,0.0,51.0
GU-500,Guam CoC,2024,1249.0,429.0,820.0,140.0,50.0,144.0,61.0,83.0,20.0,1.0,1.0,0.0,0.0,145.0,62.0,83.0,20.0,3.0,1104.0,367.0,737.0,120.0,47.0
HI-500,Hawaii Balance of State CoC,2024,7140.0,3771.0,3369.0,839.0,674.0,5824.0,2632.0,3192.0,790.0,40.0,21.0,19.0,6.0,5864.0,2653.0,3211.0,796.0,88.0,1276.0,1118.0,158.0,43.0,586.0
HI-501,Honolulu City and County CoC,2024,4497.0,3374.0,1123.0,276.0,893.0,1151.0,653.0,498.0,139.0,545.0,164.0,381.0,83.0,1731.0,852.0,879.0,222.0,236.0,2766.0,2522.0,244.0,54.0,657.0
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",2024,295.0,227.0,68.0,20.0,96.0,253.0,203.0,50.0,13.0,22.0,4.0,18.0,7.0,275.0,207.0,68.0,20.0,77.0,20.0,20.0,0.0,0.0,19.0
IA-501,Iowa Balance of State CoC,2024,1621.0,1073.0,548.0,175.0,272.0,963.0,662.0,301.0,97.0,355.0,147.0,208.0,65.0,1324.0,815.0,509.0,162.0,189.0,297.0,258.0,39.0,13.0,83.0
IA-502,Des Moines/Polk County CoC,2024,715.0,603.0,112.0,37.0,163.0,400.0,331.0,69.0,20.0,154.0,113.0,41.0,16.0,568.0,458.0,110.0,36.0,92.0,147.0,145.0,2.0,1.0,71.0
ID-500,Boise/Ada County CoC,2024,789.0,658.0,131.0,41.0,184.0,568.0,466.0,102.0,31.0,104.0,80.0,24.0,9.0,672.0,546.0,126.0,40.0,115.0,117.0,112.0,5.0,1.0,69.0
ID-501,Idaho Balance of State CoC,2024,1961.0,973.0,988.0,269.0,197.0,463.0,213.0,250.0,88.0,241.0,106.0,135.0,39.0,704.0,319.0,385.0,127.0,43.0,1257.0,654.0,603.0,142.0,154.0
IL-500,McHenry County CoC,2024,160.0,119.0,41.0,14.0,27.0,99.0,83.0,16.0,5.0,41.0,21.0,20.0,7.0,140.0,104.0,36.0,12.0,17.0,20.0,15.0,5.0,2.0,10.0
IL-501,"Rockford/Winnebago, Boone Counties CoC",2024,486.0,314.0,172.0,58.0,23.0,325.0,256.0,69.0,23.0,152.0,49.0,103.0,35.0,477.0,305.0,172.0,58.0,17.0,9.0,9.0,0.0,0.0,6.0
IL-502,"Waukegan, North Chicago/Lake County CoC",2024,705.0,277.0,428.0,120.0,46.0,558.0,174.0,384.0,105.0,72.0,30.0,42.0,14.0,630.0,204.0,426.0,119.0,30.0,75.0,73.0,2.0,1.0,16.0
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",2024,279.0,168.0,111.0,35.0,19.0,152.0,103.0,49.0,15.0,85.0,42.0,43.0,14.0,237.0,145.0,92.0,29.0,17.0,42.0,23.0,19.0,6.0,2.0
IL-504,Madison County CoC,2024,121.0,93.0,28.0,9.0,16.0,57.0,32.0,25.0,8.0,4.0,4.0,0.0,0.0,61.0,36.0,25.0,8.0,5.0,60.0,57.0,3.0,1.0,11.0
IL-506,"Joliet, Bolingbrook/Will County CoC",2024,357.0,246.0,111.0,34.0,37.0,256.0,179.0,77.0,25.0,63.0,29.0,34.0,9.0,319.0,208.0,111.0,34.0,23.0,38.0,38.0,0.0,0.0,14.0
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",2024,492.0,400.0,92.0,26.0,129.0,434.0,342.0,92.0,26.0,2.0,2.0,0.0,0.0,436.0,344.0,92.0,26.0,111.0,56.0,56.0,0.0,0.0,18.0
IL-508,"East St. Louis, Belleville/St. Clair County CoC",2024,237.0,187.0,50.0,16.0,9.0,143.0,124.0,19.0,6.0,75.0,44.0,31.0,10.0,218.0,168.0,50.0,16.0,4.0,19.0,19.0,0.0,0.0,5.0
IL-510,Chicago CoC,2024,18836.0,7955.0,10881.0,3038.0,1016.0,16211.0,5793.0,10418.0,2884.0,955.0,504.0,451.0,150.0,17202.0,6333.0,10869.0,3034.0,605.0,1634.0,1622.0,12.0,4.0,411.0
IL-511,Cook County CoC,2024,1188.0,561.0,627.0,194.0,169.0,788.0,368.0,420.0,125.0,270.0,65.0,205.0,68.0,1074.0,449.0,625.0,193.0,122.0,114.0,112.0,2.0,1.0,47.0
IL-512,Bloomington/Central Illinois CoC,2024,396.0,260.0,136.0,43.0,57.0,278.0,171.0,107.0,33.0,56.0,27.0,29.0,10.0,334.0,198.0,136.0,43.0,36.0,62.0,62.0,0.0,0.0,21.0
IL-513,Springfield/Sangamon County CoC,2024,388.0,271.0,117.0,32.0,78.0,257.0,204.0,53.0,11.0,105.0,41.0,64.0,21.0,362.0,245.0,117.0,32.0,63.0,26.0,26.0,0.0,0.0,15.0
IL-514,DuPage County CoC,2024,480.0,229.0,251.0,75.0,62.0,356.0,160.0,196.0,56.0,98.0,43.0,55.0,19.0,454.0,203.0,251.0,75.0,61.0,26.0,26.0,0.0,0.0,1.0
IL-515,South Central Illinois CoC,2024,266.0,139.0,127.0,40.0,13.0,133.0,66.0,67.0,21.0,53.0,11.0,42.0,13.0,186.0,77.0,109.0,34.0,3.0,80.0,62.0,18.0,6.0,10.0
IL-516,Decatur/Macon County CoC,2024,140.0,110.0,30.0,9.0,26.0,94.0,73.0,21.0,7.0,19.0,10.0,9.0,2.0,113.0,83.0,30.0,9.0,16.0,27.0,27.0,0.0,0.0,10.0
IL-517,"Aurora, Elgin/Kane County CoC",2024,563.0,389.0,174.0,50.0,108.0,422.0,260.0,162.0,47.0,19.0,10.0,9.0,2.0,441.0,270.0,171.0,49.0,95.0,122.0,119.0,3.0,1.0,13.0
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",2024,334.0,272.0,62.0,22.0,15.0,118.0,90.0,28.0,9.0,24.0,14.0,10.0,3.0,142.0,104.0,38.0,12.0,11.0,192.0,168.0,24.0,10.0,4.0
IL-519,West Central Illinois CoC,2024,143.0,95.0,48.0,17.0,9.0,93.0,69.0,24.0,9.0,43.0,19.0,24.0,8.0,136.0,88.0,48.0,17.0,7.0,7.0,7.0,0.0,0.0,2.0
IL-520,Southern Illinois CoC,2024,261.0,225.0,36.0,14.0,25.0,180.0,156.0,24.0,10.0,26.0,14.0,12.0,4.0,206.0,170.0,36.0,14.0,20.0,55.0,55.0,0.0,0.0,5.0
IN-502,Indiana Balance of State CoC,2024,4584.0,3302.0,1282.0,395.0,322.0,2733.0,1893.0,840.0,263.0,700.0,300.0,400.0,120.0,3446.0,2206.0,1240.0,383.0,322.0,1138.0,1096.0,42.0,12.0,0.0
IN-503,Indianapolis CoC,2024,1701.0,1282.0,419.0,129.0,276.0,1167.0,811.0,356.0,109.0,195.0,132.0,63.0,20.0,1362.0,943.0,419.0,129.0,80.0,339.0,339.0,0.0,0.0,196.0
KS-502,Wichita/Sedgwick County CoC,2024,691.0,500.0,191.0,54.0,108.0,452.0,283.0,169.0,47.0,51.0,29.0,22.0,7.0,503.0,312.0,191.0,54.0,39.0,188.0,188.0,0.0,0.0,69.0
KS-503,Topeka/Shawnee County CoC,2024,537.0,420.0,117.0,38.0,241.0,276.0,203.0,73.0,24.0,58.0,17.0,41.0,13.0,334.0,220.0,114.0,37.0,59.0,203.0,200.0,3.0,1.0,182.0
KS-505,"Overland Park, Shawnee/Johnson County CoC",2024,250.0,166.0,84.0,28.0,54.0,166.0,102.0,64.0,21.0,26.0,8.0,18.0,6.0,192.0,110.0,82.0,27.0,27.0,58.0,56.0,2.0,1.0,27.0
KS-507,Kansas Balance of State CoC,2024,1089.0,819.0,270.0,90.0,303.0,590.0,450.0,140.0,47.0,190.0,78.0,112.0,37.0,787.0,535.0,252.0,84.0,145.0,302.0,284.0,18.0,6.0,158.0
KY-500,Kentucky Balance of State CoC,2024,2678.0,2020.0,658.0,203.0,354.0,1336.0,885.0,451.0,138.0,303.0,156.0,147.0,47.0,1639.0,1041.0,598.0,185.0,127.0,1039.0,979.0,60.0,18.0,227.0
KY-501,Louisville-Jefferson County CoC,2024,1728.0,1424.0,304.0,86.0,509.0,881.0,656.0,225.0,63.0,252.0,173.0,79.0,23.0,1133.0,829.0,304.0,86.0,262.0,595.0,595.0,0.0,0.0,247.0
KY-502,Lexington-Fayette County CoC,2024,825.0,661.0,164.0,45.0,124.0,706.0,542.0,164.0,45.0,37.0,37.0,0.0,0.0,743.0,579.0,164.0,45.0,100.0,82.0,82.0,0.0,0.0,24.0
LA-500,Lafayette/Acadiana CoC,2024,441.0,305.0,136.0,40.0,87.0,210.0,110.0,100.0,28.0,41.0,5.0,36.0,12.0,259.0,123.0,136.0,40.0,25.0,182.0,182.0,0.0,0.0,62.0
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",2024,292.0,226.0,66.0,22.0,64.0,160.0,94.0,66.0,22.0,31.0,31.0,0.0,0.0,205.0,139.0,66.0,22.0,22.0,87.0,87.0,0.0,0.0,42.0
LA-503,New Orleans/Jefferson Parish CoC,2024,1454.0,1282.0,172.0,60.0,83.0,812.0,710.0,102.0,36.0,133.0,65.0,68.0,23.0,970.0,800.0,170.0,59.0,68.0,484.0,482.0,2.0,1.0,15.0
LA-505,Monroe/Northeast Louisiana CoC,2024,142.0,114.0,28.0,8.0,20.0,42.0,39.0,3.0,1.0,54.0,29.0,25.0,7.0,96.0,68.0,28.0,8.0,6.0,46.0,46.0,0.0,0.0,14.0
LA-506,Slidell/Southeast Louisiana CoC,2024,209.0,165.0,44.0,14.0,17.0,14.0,8.0,6.0,2.0,28.0,5.0,23.0,8.0,42.0,13.0,29.0,10.0,8.0,167.0,152.0,15.0,4.0,9.0
LA-507,Alexandria/Central Louisiana CoC,2024,148.0,130.0,18.0,7.0,58.0,14.0,10.0,4.0,1.0,17.0,3.0,14.0,6.0,31.0,13.0,18.0,7.0,3.0,117.0,117.0,0.0,0.0,55.0
LA-509,Louisiana Balance of State CoC,2024,783.0,639.0,144.0,51.0,117.0,261.0,151.0,110.0,40.0,47.0,32.0,15.0,6.0,308.0,183.0,125.0,46.0,46.0,475.0,456.0,19.0,5.0,71.0
MA-500,Boston CoC,2024,5898.0,2133.0,3765.0,1336.0,555.0,5339.0,1624.0,3715.0,1311.0,368.0,318.0,50.0,25.0,5764.0,1999.0,3765.0,1336.0,529.0,134.0,134.0,0.0,0.0,26.0
MA-502,Lynn CoC,2024,1100.0,95.0,1005.0,292.0,15.0,1084.0,79.0,1005.0,292.0,0.0,0.0,0.0,0.0,1084.0,79.0,1005.0,292.0,8.0,16.0,16.0,0.0,0.0,7.0
MA-503,Cape Cod Islands CoC,2024,570.0,265.0,305.0,96.0,70.0,397.0,97.0,300.0,94.0,97.0,92.0,5.0,2.0,494.0,189.0,305.0,96.0,30.0,76.0,76.0,0.0,0.0,40.0
MA-504,Springfield/Hampden County CoC,2024,3018.0,549.0,2469.0,694.0,212.0,2706.0,335.0,2371.0,657.0,128.0,30.0,98.0,37.0,2841.0,372.0,2469.0,694.0,102.0,177.0,177.0,0.0,0.0,110.0
MA-505,New Bedford CoC,2024,1179.0,296.0,883.0,287.0,57.0,938.0,69.0,869.0,282.0,82.0,68.0,14.0,5.0,1020.0,137.0,883.0,287.0,12.0,159.0,159.0,0.0,0.0,45.0
MA-506,Worcester City & County CoC,2024,1927.0,604.0,1323.0,424.0,135.0,1636.0,344.0,1292.0,412.0,137.0,106.0,31.0,12.0,1785.0,462.0,1323.0,424.0,63.0,142.0,142.0,0.0,0.0,72.0
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",2024,961.0,454.0,507.0,162.0,137.0,731.0,260.0,471.0,145.0,139.0,107.0,32.0,15.0,875.0,372.0,503.0,160.0,87.0,86.0,82.0,4.0,2.0,50.0
MA-509,Cambridge CoC,2024,747.0,413.0,334.0,109.0,194.0,605.0,322.0,283.0,91.0,60.0,9.0,51.0,18.0,665.0,331.0,334.0,109.0,143.0,82.0,82.0,0.0,0.0,51.0
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",2024,1885.0,455.0,1430.0,465.0,157.0,1781.0,351.0,1430.0,465.0,0.0,0.0,0.0,0.0,1781.0,351.0,1430.0,465.0,96.0,104.0,104.0,0.0,0.0,61.0
MA-515,Fall River CoC,2024,523.0,225.0,298.0,88.0,92.0,357.0,85.0,272.0,75.0,26.0,0.0,26.0,13.0,383.0,85.0,298.0,88.0,25.0,140.0,140.0,0.0,0.0,67.0
MA-516,Massachusetts Balance of State CoC,2024,11552.0,1477.0,10075.0,3248.0,360.0,10735.0,862.0,9873.0,3174.0,298.0,98.0,200.0,73.0,11033.0,960.0,10073.0,3247.0,116.0,519.0,517.0,2.0,1.0,244.0
MD-501,Baltimore CoC,2024,1600.0,1289.0,311.0,106.0,198.0,851.0,648.0,203.0,65.0,615.0,514.0,101.0,39.0,1487.0,1183.0,304.0,104.0,198.0,113.0,106.0,7.0,2.0,0.0
MD-503,Annapolis/Anne Arundel County CoC,2024,254.0,194.0,60.0,21.0,48.0,145.0,92.0,53.0,19.0,11.0,4.0,7.0,2.0,156.0,96.0,60.0,21.0,14.0,98.0,98.0,0.0,0.0,34.0
MD-504,Howard County CoC,2024,130.0,81.0,49.0,16.0,26.0,68.0,38.0,30.0,11.0,0.0,0.0,0.0,0.0,68.0,38.0,30.0,11.0,17.0,62.0,43.0,19.0,5.0,9.0
MD-505,Baltimore County CoC,2024,565.0,360.0,205.0,62.0,105.0,450.0,245.0,205.0,62.0,0.0,0.0,0.0,0.0,450.0,245.0,205.0,62.0,47.0,115.0,115.0,0.0,0.0,58.0
MD-506,Carroll County CoC,2024,134.0,104.0,30.0,10.0,25.0,111.0,81.0,30.0,10.0,0.0,0.0,0.0,0.0,111.0,81.0,30.0,10.0,22.0,23.0,23.0,0.0,0.0,3.0
MD-511,Mid-Shore Regional CoC,2024,129.0,49.0,80.0,25.0,13.0,91.0,43.0,48.0,15.0,35.0,3.0,32.0,10.0,126.0,46.0,80.0,25.0,11.0,3.0,3.0,0.0,0.0,2.0
MD-513,"Wicomico, Somerset, Worcester Counties CoC",2024,275.0,185.0,90.0,27.0,28.0,216.0,150.0,66.0,18.0,27.0,6.0,21.0,8.0,243.0,156.0,87.0,26.0,28.0,32.0,29.0,3.0,1.0,0.0
MD-514,Maryland Balance of State CoC,2024,1188.0,831.0,357.0,116.0,193.0,677.0,393.0,284.0,92.0,182.0,111.0,71.0,23.0,859.0,504.0,355.0,115.0,101.0,329.0,327.0,2.0,1.0,92.0
MD-600,Prince George's County CoC,2024,650.0,285.0,365.0,116.0,53.0,378.0,116.0,262.0,80.0,164.0,72.0,92.0,32.0,542.0,188.0,354.0,112.0,23.0,108.0,97.0,11.0,4.0,30.0
MD-601,Montgomery County CoC,2024,1144.0,748.0,396.0,103.0,100.0,938.0,560.0,378.0,96.0,41.0,23.0,18.0,7.0,991.0,595.0,396.0,103.0,69.0,153.0,153.0,0.0,0.0,31.0
ME-500,Maine Statewide CoC,2024,2702.0,1548.0,1154.0,343.0,459.0,1682.0,1063.0,619.0,199.0,732.0,200.0,532.0,143.0,2429.0,1278.0,1151.0,342.0,392.0,273.0,270.0,3.0,1.0,67.0
MI-500,Michigan Balance of State CoC,2024,1937.0,1068.0,869.0,266.0,124.0,927.0,498.0,429.0,139.0,357.0,105.0,252.0,72.0,1284.0,603.0,681.0,211.0,53.0,653.0,465.0,188.0,55.0,71.0
MI-501,Detroit CoC,2024,1725.0,997.0,728.0,205.0,246.0,1210.0,579.0,631.0,174.0,200.0,131.0,69.0,22.0,1420.0,720.0,700.0,196.0,138.0,305.0,277.0,28.0,9.0,108.0
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",2024,224.0,109.0,115.0,29.0,23.0,115.0,46.0,69.0,16.0,63.0,17.0,46.0,13.0,181.0,66.0,115.0,29.0,10.0,43.0,43.0,0.0,0.0,13.0
MI-503,"St. Clair Shores, Warren/Macomb County CoC",2024,436.0,273.0,163.0,52.0,43.0,327.0,218.0,109.0,34.0,90.0,36.0,54.0,18.0,417.0,254.0,163.0,52.0,40.0,19.0,19.0,0.0,0.0,3.0
MI-504,"Pontiac, Royal Oak/Oakland County CoC",2024,357.0,178.0,179.0,50.0,24.0,249.0,131.0,118.0,32.0,78.0,17.0,61.0,18.0,327.0,148.0,179.0,50.0,14.0,30.0,30.0,0.0,0.0,10.0
MI-505,Flint/Genesee County CoC,2024,423.0,329.0,94.0,29.0,78.0,327.0,241.0,86.0,26.0,71.0,63.0,8.0,3.0,398.0,304.0,94.0,29.0,70.0,25.0,25.0,0.0,0.0,8.0
MI-506,"Grand Rapids, Wyoming/Kent County CoC",2024,1089.0,686.0,403.0,110.0,87.0,796.0,547.0,249.0,63.0,183.0,60.0,123.0,36.0,979.0,607.0,372.0,99.0,79.0,110.0,79.0,31.0,11.0,8.0
MI-507,"Portage, Kalamazoo City & County CoC",2024,664.0,432.0,232.0,73.0,88.0,452.0,296.0,156.0,48.0,90.0,14.0,76.0,25.0,542.0,310.0,232.0,73.0,43.0,122.0,122.0,0.0,0.0,45.0
MI-508,"Lansing, East Lansing/Ingham County CoC",2024,648.0,430.0,218.0,66.0,88.0,526.0,312.0,214.0,65.0,12.0,8.0,4.0,1.0,558.0,340.0,218.0,66.0,57.0,90.0,90.0,0.0,0.0,31.0
MI-509,Washtenaw County CoC,2024,330.0,201.0,129.0,32.0,56.0,294.0,167.0,127.0,31.0,23.0,21.0,2.0,1.0,317.0,188.0,129.0,32.0,52.0,13.0,13.0,0.0,0.0,4.0
MI-510,Saginaw City & County CoC,2024,383.0,200.0,183.0,58.0,10.0,249.0,163.0,86.0,28.0,117.0,20.0,97.0,30.0,372.0,189.0,183.0,58.0,10.0,11.0,11.0,0.0,0.0,0.0
MI-511,Lenawee County CoC,2024,202.0,146.0,56.0,18.0,8.0,91.0,62.0,29.0,9.0,103.0,76.0,27.0,9.0,194.0,138.0,56.0,18.0,2.0,8.0,8.0,0.0,0.0,6.0
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",2024,202.0,148.0,54.0,14.0,44.0,178.0,130.0,48.0,12.0,7.0,1.0,6.0,2.0,185.0,131.0,54.0,14.0,40.0,17.0,17.0,0.0,0.0,4.0
MI-514,Battle Creek/Calhoun County CoC,2024,252.0,196.0,56.0,16.0,13.0,179.0,127.0,52.0,14.0,44.0,40.0,4.0,2.0,223.0,167.0,56.0,16.0,7.0,29.0,29.0,0.0,0.0,6.0
MI-515,Monroe City & County CoC,2024,121.0,56.0,65.0,19.0,10.0,101.0,39.0,62.0,18.0,20.0,17.0,3.0,1.0,121.0,56.0,65.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0
MI-516,"Norton Shores, Muskegon City & County CoC",2024,203.0,106.0,97.0,27.0,12.0,131.0,82.0,49.0,13.0,39.0,5.0,34.0,11.0,170.0,87.0,83.0,24.0,3.0,33.0,19.0,14.0,3.0,9.0
MI-517,Jackson City & County CoC,2024,99.0,67.0,32.0,11.0,6.0,87.0,55.0,32.0,11.0,0.0,0.0,0.0,0.0,87.0,55.0,32.0,11.0,2.0,12.0,12.0,0.0,0.0,4.0
MI-518,Livingston County CoC,2024,69.0,30.0,39.0,12.0,2.0,25.0,18.0,7.0,2.0,41.0,11.0,30.0,9.0,66.0,29.0,37.0,11.0,1.0,3.0,1.0,2.0,1.0,1.0
MI-519,Holland/Ottawa County CoC,2024,320.0,220.0,100.0,32.0,12.0,155.0,95.0,60.0,20.0,70.0,30.0,40.0,12.0,225.0,125.0,100.0,32.0,3.0,95.0,95.0,0.0,0.0,9.0
MI-523,Eaton County CoC,2024,55.0,10.0,45.0,15.0,2.0,30.0,5.0,25.0,8.0,20.0,0.0,20.0,7.0,50.0,5.0,45.0,15.0,0.0,5.0,5.0,0.0,0.0,2.0
MN-500,Minneapolis/Hennepin County CoC,2024,3866.0,1679.0,2187.0,628.0,580.0,2953.0,1028.0,1925.0,534.0,417.0,188.0,229.0,84.0,3370.0,1216.0,2154.0,618.0,338.0,496.0,463.0,33.0,10.0,242.0
MN-501,Saint Paul/Ramsey County CoC,2024,1640.0,1071.0,569.0,196.0,468.0,748.0,460.0,288.0,99.0,482.0,217.0,265.0,92.0,1230.0,677.0,553.0,191.0,139.0,410.0,394.0,16.0,5.0,329.0
MN-502,Rochester/Southeast Minnesota CoC,2024,608.0,338.0,270.0,81.0,85.0,340.0,214.0,126.0,38.0,147.0,40.0,107.0,33.0,487.0,254.0,233.0,71.0,36.0,121.0,84.0,37.0,10.0,49.0
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2024,758.0,431.0,327.0,105.0,152.0,391.0,197.0,194.0,63.0,125.0,27.0,98.0,32.0,516.0,224.0,292.0,95.0,52.0,242.0,207.0,35.0,10.0,100.0
MN-504,Northeast Minnesota CoC,2024,113.0,79.0,34.0,10.0,24.0,30.0,18.0,12.0,3.0,32.0,19.0,13.0,4.0,62.0,37.0,25.0,7.0,1.0,51.0,42.0,9.0,3.0,23.0
MN-505,St. Cloud/Central Minnesota CoC,2024,881.0,572.0,309.0,94.0,98.0,381.0,237.0,144.0,46.0,161.0,73.0,88.0,26.0,542.0,310.0,232.0,72.0,29.0,339.0,262.0,77.0,22.0,69.0
MN-506,Northwest Minnesota CoC,2024,260.0,124.0,136.0,39.0,13.0,141.0,73.0,68.0,17.0,84.0,33.0,51.0,18.0,225.0,106.0,119.0,35.0,13.0,35.0,18.0,17.0,4.0,0.0
MN-508,Moorhead/West Central Minnesota CoC,2024,184.0,87.0,97.0,32.0,26.0,99.0,50.0,49.0,16.0,75.0,27.0,48.0,16.0,174.0,77.0,97.0,32.0,19.0,10.0,10.0,0.0,0.0,7.0
MN-509,Duluth/St.Louis County CoC,2024,736.0,558.0,178.0,54.0,257.0,211.0,131.0,80.0,21.0,149.0,61.0,88.0,30.0,360.0,192.0,168.0,51.0,47.0,376.0,366.0,10.0,3.0,210.0
MN-511,Southwest Minnesota CoC,2024,155.0,74.0,81.0,27.0,4.0,58.0,25.0,33.0,10.0,93.0,45.0,48.0,17.0,151.0,70.0,81.0,27.0,1.0,4.0,4.0,0.0,0.0,3.0
MO-500,St. Louis County CoC,2024,452.0,291.0,161.0,52.0,61.0,199.0,85.0,114.0,34.0,161.0,118.0,43.0,17.0,360.0,203.0,157.0,51.0,24.0,92.0,88.0,4.0,1.0,37.0
MO-501,St.Louis City CoC,2024,1235.0,933.0,302.0,90.0,260.0,715.0,545.0,170.0,57.0,366.0,237.0,129.0,32.0,1081.0,782.0,299.0,89.0,170.0,154.0,151.0,3.0,1.0,90.0
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",2024,578.0,266.0,312.0,91.0,34.0,400.0,136.0,264.0,77.0,21.0,17.0,4.0,2.0,421.0,153.0,268.0,79.0,15.0,157.0,113.0,44.0,12.0,19.0
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",2024,621.0,446.0,175.0,50.0,208.0,418.0,272.0,146.0,38.0,30.0,1.0,29.0,12.0,448.0,273.0,175.0,50.0,111.0,173.0,173.0,0.0,0.0,97.0
MO-602,"Joplin/Jasper, Newton Counties CoC",2024,292.0,237.0,55.0,19.0,41.0,98.0,79.0,19.0,5.0,65.0,40.0,25.0,9.0,163.0,119.0,44.0,14.0,15.0,129.0,118.0,11.0,5.0,26.0
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",2024,268.0,189.0,79.0,25.0,82.0,128.0,74.0,54.0,18.0,43.0,18.0,25.0,7.0,187.0,108.0,79.0,25.0,45.0,81.0,81.0,0.0,0.0,37.0
MO-606,Missouri Balance of State CoC,2024,1911.0,1331.0,580.0,194.0,529.0,829.0,494.0,335.0,117.0,199.0,79.0,120.0,40.0,1036.0,581.0,455.0,157.0,138.0,875.0,750.0,125.0,37.0,391.0
MS-500,"Jackson/Rankin, Madison Counties CoC",2024,273.0,258.0,15.0,6.0,5.0,93.0,88.0,5.0,2.0,67.0,57.0,10.0,4.0,160.0,145.0,15.0,6.0,5.0,113.0,113.0,0.0,0.0,0.0
